"Date Time","Date Time(RAW)","Traffic Total (volume)","Traffic Total (volume)(RAW)","Traffic Total (speed)","Traffic Total (speed)(RAW)","Traffic In (volume)","Traffic In (volume)(RAW)","Traffic In (speed)","Traffic In (speed)(RAW)","Traffic Out (volume)","Traffic Out (volume)(RAW)","Traffic Out (speed)","Traffic Out (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"06/01/2017 07:20:00 - 07:25:00","42887.0173611111","75,068,676 KByte","76870324235.8516","2,050,080 kbit/s","256260040.1235","36,562,779 KByte","37440285205.7148","998,507 kbit/s","124813432.0289","38,505,897 KByte","39430039030.1369","1,051,573 kbit/s","131446608.0946","0 %","0.0000","100 %","0000009999"
"06/01/2017 07:25:00 - 07:30:00","42887.0208333333","75,277,237 KByte","77083890375.1305","2,055,776 kbit/s","256971998.4503","36,964,825 KByte","37851980649.3411","1,009,487 kbit/s","126185887.4199","38,312,412 KByte","39231909725.7895","1,046,289 kbit/s","130786111.0304","0 %","0.0000","100 %","0000009999"
"06/01/2017 07:30:00 - 07:35:00","42887.0243055556","78,604,738 KByte","80491251964.5395","2,146,648 kbit/s","268331006.3158","38,179,068 KByte","39095365125.4490","1,042,647 kbit/s","130330916.8432","40,425,671 KByte","41395886839.0906","1,104,001 kbit/s","138000089.4726","0 %","0.0000","100 %","0000009999"
"06/01/2017 07:35:00 - 07:40:00","42887.0277777778","77,787,501 KByte","79654400893.8706","2,124,330 kbit/s","265541223.7686","40,064,319 KByte","41025863062.4297","1,094,132 kbit/s","136766553.5301","37,723,181 KByte","38628537831.4410","1,030,197 kbit/s","128774670.2385","0 %","0.0000","100 %","0000009999"
"06/01/2017 07:40:00 - 07:45:00","42887.0312500000","75,606,122 KByte","77420668882.2620","2,064,758 kbit/s","258094705.7448","40,933,678 KByte","41916086132.5537","1,117,874 kbit/s","139734260.5346","34,672,444 KByte","35504582749.7084","946,884 kbit/s","118360445.2102","0 %","0.0000","100 %","0000009999"
"06/01/2017 07:45:00 - 07:50:00","42887.0347222222","77,923,768 KByte","79793938495.5580","2,127,980 kbit/s","265997528.1537","42,579,929 KByte","43601847211.1703","1,162,793 kbit/s","145349180.6493","35,343,839 KByte","36192091284.3877","965,187 kbit/s","120648347.5045","0 %","0.0000","100 %","0000009999"
"06/01/2017 07:50:00 - 07:55:00","42887.0381944444","77,956,439 KByte","79827393894.4577","2,128,943 kbit/s","266117924.7740","41,807,347 KByte","42810723355.4717","1,141,733 kbit/s","142716682.8532","36,149,092 KByte","37016670538.9860","987,210 kbit/s","123401241.9208","0 %","0.0000","100 %","0000009999"
"06/01/2017 07:55:00 - 08:00:00","42887.0416666667","74,681,799 KByte","76474162406.3707","2,039,447 kbit/s","254930870.0792","42,082,560 KByte","43092541785.5414","1,149,211 kbit/s","143651382.7107","32,599,239 KByte","33381620620.8293","890,236 kbit/s","111279487.3686","0 %","0.0000","100 %","0000009999"
"06/01/2017 08:00:00 - 08:05:00","42887.0451388889","76,083,462 KByte","77909465421.4582","2,077,863 kbit/s","259732849.1181","42,948,317 KByte","43979076724.9280","1,172,932 kbit/s","146616471.2793","33,135,145 KByte","33930388696.5302","904,931 kbit/s","113116377.8388","0 %","0.0000","100 %","0000009999"
"06/01/2017 08:05:00 - 08:10:00","42887.0486111111","79,653,825 KByte","81565517079.4700","2,175,153 kbit/s","271894120.0689","42,297,062 KByte","43312191133.4135","1,155,030 kbit/s","144378783.0708","37,356,764 KByte","38253325946.0566","1,020,123 kbit/s","127515336.9981","0 %","0.0000","100 %","0000010000"
"06/01/2017 08:10:00 - 08:15:00","42887.0520833333","83,662,259 KByte","85670153216.9081","2,284,690 kbit/s","285586216.4708","44,251,064 KByte","45313089433.7402","1,208,430 kbit/s","151053701.6926","39,411,195 KByte","40357063783.1680","1,076,260 kbit/s","134532514.7782","0 %","0.0000","100 %","0000009999"
"06/01/2017 08:15:00 - 08:20:00","42887.0555555556","82,155,587 KByte","84127321036.8472","2,243,620 kbit/s","280452448.7010","44,245,580 KByte","45307474213.4598","1,208,320 kbit/s","151040018.0467","37,910,007 KByte","38819846823.3875","1,035,299 kbit/s","129412430.6544","0 %","0.0000","100 %","0000009999"
"06/01/2017 08:20:00 - 08:25:00","42887.0590277778","85,431,177 KByte","87481525418.4994","2,332,996 kbit/s","291624526.3634","45,409,693 KByte","46499525832.7935","1,240,070 kbit/s","155008753.3595","40,021,484 KByte","40981999585.7059","1,092,926 kbit/s","136615773.0039","0 %","0.0000","100 %","0000009999"
"06/01/2017 08:25:00 - 08:30:00","42887.0625000000","85,304,080 KByte","87351378342.2305","2,329,603 kbit/s","291200381.1789","47,678,674 KByte","48822962520.3994","1,302,076 kbit/s","162759484.3498","37,625,406 KByte","38528415821.8311","1,027,527 kbit/s","128440896.8291","0 %","0.0000","100 %","0000009999"
"06/01/2017 08:30:00 - 08:35:00","42887.0659722222","85,611,552 KByte","87666229541.7661","2,338,000 kbit/s","292249990.1382","47,521,065 KByte","48661570277.3151","1,297,772 kbit/s","162221456.4034","38,090,488 KByte","39004659264.4510","1,040,228 kbit/s","130028533.7349","0 %","0.0000","100 %","0000009999"
"06/01/2017 08:35:00 - 08:40:00","42887.0694444444","87,842,599 KByte","89950821084.1340","2,398,848 kbit/s","299856060.6845","47,860,804 KByte","49009463153.2465","1,307,006 kbit/s","163375768.8954","39,981,795 KByte","40941357930.8875","1,091,842 kbit/s","136480291.7891","0 %","0.0000","100 %","0000009999"
"06/01/2017 08:40:00 - 08:45:00","42887.0729166667","101,575,547 KByte","104013360096.7497","2,773,967 kbit/s","346745874.9100","46,792,285 KByte","47915300139.0217","1,277,869 kbit/s","159733640.4941","54,783,262 KByte","56098059957.7280","1,496,098 kbit/s","187012234.4159","0 %","0.0000","100 %","0000009999"
"06/01/2017 08:45:00 - 08:50:00","42887.0763888889","156,399,134 KByte","160152713626.3708","4,271,166 kbit/s","533895768.3314","47,151,979 KByte","48283626093.0547","1,287,692 kbit/s","160961516.4618","109,247,156 KByte","111869087533.3162","2,983,474 kbit/s","372934251.8696","0 %","0.0000","100 %","0000009999"
"06/01/2017 08:50:00 - 08:55:00","42887.0798611111","123,644,388 KByte","126611853755.8839","3,376,541 kbit/s","422067650.3630","47,046,038 KByte","48175142925.7411","1,284,756 kbit/s","160594516.0535","76,598,350 KByte","78436710830.1427","2,091,785 kbit/s","261473134.3094","0 %","0.0000","100 %","0000009999"
"06/01/2017 08:55:00 - 09:00:00","42887.0833333333","91,686,170 KByte","93886638165.5468","2,503,894 kbit/s","312986759.2277","49,619,397 KByte","50810262280.2239","1,355,076 kbit/s","169384479.3820","42,066,773 KByte","43076375885.3229","1,148,818 kbit/s","143602279.8457","0 %","0.0000","100 %","0000009999"
"06/01/2017 09:00:00 - 09:05:00","42887.0868055556","94,297,351 KByte","96560487823.9338","2,575,118 kbit/s","321889752.0633","50,327,094 KByte","51534944251.1526","1,374,357 kbit/s","171794600.4772","43,970,257 KByte","45025543572.7812","1,200,761 kbit/s","150095151.5860","0 %","0.0000","100 %","0000009999"
"06/01/2017 09:05:00 - 09:10:00","42887.0902777778","92,518,539 KByte","94738984014.5059","2,526,626 kbit/s","315828196.2013","52,427,802 KByte","53686069300.5902","1,431,772 kbit/s","178971461.4814","40,090,737 KByte","41052914713.9157","1,094,854 kbit/s","136856734.7199","0 %","0.0000","100 %","0000009999"
"06/01/2017 09:10:00 - 09:15:00","42887.0937500000","93,592,963 KByte","95839193760.2373","2,555,797 kbit/s","319474628.3551","53,943,029 KByte","55237661517.1048","1,473,053 kbit/s","184131676.1129","39,649,934 KByte","40601532243.1324","1,082,744 kbit/s","135342952.2422","0 %","0.0000","100 %","0000010000"
"06/01/2017 09:15:00 - 09:20:00","42887.0972222222","166,873,762 KByte","170878732565.6429","4,557,070 kbit/s","569633750.8022","127,130,965 KByte","130182108290.1696","3,471,754 kbit/s","433969292.2534","39,742,797 KByte","40696624275.4734","1,085,316 kbit/s","135664458.5488","0 %","0.0000","100 %","0000009999"
"06/01/2017 09:20:00 - 09:25:00","42887.1006944444","190,840,199 KByte","195420363309.0108","5,211,557 kbit/s","651444640.6727","150,846,513 KByte","154466829225.2125","4,119,390 kbit/s","514923759.0013","39,993,686 KByte","40953534083.7982","1,092,167 kbit/s","136520881.6714","0 %","0.0000","100 %","0000009999"
"06/01/2017 09:25:00 - 09:30:00","42887.1041666667","146,034,593 KByte","149539423267.4044","3,987,984 kbit/s","498497977.4232","104,439,484 KByte","106946032054.2463","2,852,084 kbit/s","356510540.8835","41,595,109 KByte","42593391213.1581","1,135,899 kbit/s","141987436.5396","0 %","0.0000","100 %","0000009999"
"06/01/2017 09:30:00 - 09:35:00","42887.1076388889","94,604,833 KByte","96875349444.0173","2,583,515 kbit/s","322939360.7708","53,851,941 KByte","55144387816.6573","1,470,615 kbit/s","183826881.1809","40,752,892 KByte","41730961627.3599","1,112,900 kbit/s","139112479.5898","0 %","0.0000","100 %","0000009999"
"06/01/2017 09:35:00 - 09:40:00","42887.1111111111","94,008,021 KByte","96264213983.3758","2,567,217 kbit/s","320902106.7517","53,751,718 KByte","55041759395.5052","1,467,878 kbit/s","183484763.6359","40,256,303 KByte","41222454587.8706","1,099,339 kbit/s","137417343.1158","0 %","0.0000","100 %","0000009999"
"06/01/2017 09:40:00 - 09:45:00","42887.1145833333","91,531,885 KByte","93728649910.7663","2,499,597 kbit/s","312449663.0134","52,185,094 KByte","53437536437.5273","1,425,096 kbit/s","178136997.2582","39,346,791 KByte","40291113473.2390","1,074,501 kbit/s","134312665.7552","0 %","0.0000","100 %","0000009999"
"06/01/2017 09:45:00 - 09:50:00","42887.1180555556","98,072,874 KByte","100426622696.4997","2,678,311 kbit/s","334788887.8771","55,723,868 KByte","57061240543.0693","1,521,785 kbit/s","190223157.4593","42,349,006 KByte","43365382153.4303","1,156,526 kbit/s","144565730.4178","0 %","0.0000","100 %","0000009999"
"06/01/2017 09:50:00 - 09:55:00","42887.1215277778","95,305,467 KByte","97592798554.9666","2,602,822 kbit/s","325352708.8777","55,288,325 KByte","56615244316.9866","1,509,941 kbit/s","188742646.7429","40,017,143 KByte","40977554237.9800","1,092,880 kbit/s","136610062.1349","0 %","0.0000","100 %","0000009999"
"06/01/2017 09:55:00 - 10:00:00","42887.1250000000","98,027,096 KByte","100379746255.7990","2,676,972 kbit/s","334621462.2835","56,976,960 KByte","58344406663.4882","1,555,955 kbit/s","194494321.8331","41,050,136 KByte","42035339592.3108","1,121,017 kbit/s","140127140.4504","0 %","0.0000","100 %","0000009999"
"06/01/2017 10:00:00 - 10:05:00","42887.1284722222","96,589,175 KByte","98907315529.2439","2,637,880 kbit/s","329735016.4330","55,869,308 KByte","57210171113.3169","1,525,808 kbit/s","190726000.5111","40,719,868 KByte","41697144415.9270","1,112,072 kbit/s","139009015.9219","0 %","0.0000","100 %","0000009999"
"06/01/2017 10:05:00 - 10:10:00","42887.1319444444","98,806,675 KByte","101178034949.1424","2,698,351 kbit/s","337293845.8817","59,116,456 KByte","60535250643.4147","1,614,435 kbit/s","201804349.2463","39,690,219 KByte","40642784305.7277","1,083,916 kbit/s","135489496.6354","0 %","0.0000","100 %","0000009999"
"06/01/2017 10:10:00 - 10:15:00","42887.1354166667","98,083,515 KByte","100437518978.0031","2,678,602 kbit/s","334825212.4479","59,064,574 KByte","60482124160.4960","1,613,018 kbit/s","201627243.2593","39,018,940 KByte","39955394817.5071","1,065,584 kbit/s","133197969.1886","0 %","0.0000","100 %","0000009999"
"06/01/2017 10:15:00 - 10:20:00","42887.1388888889","94,735,563 KByte","97009216768.0131","2,587,085 kbit/s","323385614.9344","55,676,696 KByte","57012936612.2850","1,520,446 kbit/s","190055792.4271","39,058,867 KByte","39996280155.7281","1,066,639 kbit/s","133329822.5073","0 %","0.0000","100 %","0000009999"
"06/01/2017 10:20:00 - 10:25:00","42887.1423611111","96,669,249 KByte","98989310633.6715","2,639,979 kbit/s","329997368.5158","56,176,699 KByte","57524940250.5038","1,534,152 kbit/s","191768977.7328","40,492,549 KByte","41464370383.1677","1,105,827 kbit/s","138228390.7830","0 %","0.0000","100 %","0000009999"
"06/01/2017 10:25:00 - 10:30:00","42887.1458333333","99,590,599 KByte","101980773535.8223","2,719,669 kbit/s","339958575.6911","57,768,962 KByte","59155417386.7977","1,577,583 kbit/s","197197871.1474","41,821,637 KByte","42825356149.0245","1,142,086 kbit/s","142760704.5437","0 %","0.0000","100 %","0000009999"
"06/01/2017 10:30:00 - 10:35:00","42887.1493055556","102,044,546 KByte","104493614839.0342","2,786,868 kbit/s","348358497.2631","59,564,110 KByte","60993649137.6265","1,626,714 kbit/s","203339275.6955","42,480,435 KByte","43499965701.4077","1,160,154 kbit/s","145019221.5676","0 %","0.0000","100 %","0000009999"
"06/01/2017 10:35:00 - 10:40:00","42887.1527777778","102,434,862 KByte","104893298460.8253","2,797,341 kbit/s","349667639.3787","60,448,138 KByte","61898892870.1942","1,650,747 kbit/s","206343399.1273","41,986,724 KByte","42994405590.6312","1,146,594 kbit/s","143324240.2515","0 %","0.0000","100 %","0000009999"
"06/01/2017 10:40:00 - 10:45:00","42887.1562500000","102,372,128 KByte","104829059093.6152","2,795,628 kbit/s","349453493.8783","63,283,277 KByte","64802075905.3492","1,728,171 kbit/s","216021321.1059","39,088,851 KByte","40026983188.2660","1,067,457 kbit/s","133432172.7724","0 %","0.0000","100 %","0000009999"
"06/01/2017 10:45:00 - 10:50:00","42887.1597222222","96,098,488 KByte","98404852221.0502","2,624,217 kbit/s","328027108.3071","56,095,841 KByte","57442140828.1868","1,531,841 kbit/s","191480185.4335","40,002,648 KByte","40962711392.8634","1,092,375 kbit/s","136546922.8736","0 %","0.0000","100 %","0000010000"
"06/01/2017 10:50:00 - 10:55:00","42887.1631944444","99,155,589 KByte","101535322753.5824","2,707,789 kbit/s","338473640.7547","57,010,054 KByte","58378295387.1182","1,556,858 kbit/s","194607291.7765","42,145,535 KByte","43157027366.4642","1,150,931 kbit/s","143866348.9781","0 %","0.0000","100 %","0000009999"
"06/01/2017 10:55:00 - 11:00:00","42887.1666666667","97,991,356 KByte","100343148329.4949","2,676,085 kbit/s","334510612.1595","56,913,271 KByte","58279189929.7635","1,554,267 kbit/s","194283394.7720","41,078,084 KByte","42063958399.7315","1,121,818 kbit/s","140227217.3875","0 %","0.0000","100 %","0000009999"
"06/01/2017 11:00:00 - 11:05:00","42887.1701388889","95,127,561 KByte","97410622535.3541","2,597,876 kbit/s","324734548.5727","55,847,216 KByte","57187548922.0102","1,525,154 kbit/s","190644227.4961","39,280,345 KByte","40223073613.3439","1,072,723 kbit/s","134090321.0766","0 %","0.0000","100 %","0000009999"
"06/01/2017 11:05:00 - 11:10:00","42887.1736111111","96,065,021 KByte","98370581318.4535","2,623,390 kbit/s","327923799.3148","55,845,839 KByte","57186139403.7093","1,525,065 kbit/s","190633173.5573","40,219,182 KByte","41184441914.7442","1,098,325 kbit/s","137290625.7575","0 %","0.0000","100 %","0000009999"
"06/01/2017 11:10:00 - 11:15:00","42887.1770833333","96,715,719 KByte","99036896602.0400","2,641,160 kbit/s","330144998.3400","56,421,172 KByte","57775279767.8823","1,540,777 kbit/s","192597105.7000","40,294,548 KByte","41261616834.1577","1,100,383 kbit/s","137547892.6400","0 %","0.0000","100 %","0000009999"
"06/01/2017 11:15:00 - 11:20:00","42887.1805555556","97,890,955 KByte","100240337553.5153","2,673,343 kbit/s","334167875.2992","55,013,067 KByte","56333380152.6357","1,502,374 kbit/s","187796713.5135","42,877,888 KByte","43906957400.8797","1,170,969 kbit/s","146371161.7858","0 %","0.0000","100 %","0000009999"
"06/01/2017 11:20:00 - 11:25:00","42887.1840277778","122,742,739 KByte","125688564967.4820","3,351,919 kbit/s","418989815.8793","55,055,419 KByte","56376748972.9032","1,503,480 kbit/s","187935025.5780","67,687,320 KByte","69311815994.5788","1,848,438 kbit/s","231054790.3013","0 %","0.0000","100 %","0000009999"
"06/01/2017 11:25:00 - 11:30:00","42887.1875000000","101,425,581 KByte","103859794727.2388","2,769,872 kbit/s","346233939.1514","55,826,865 KByte","57166709705.1868","1,524,598 kbit/s","190574756.4929","45,598,716 KByte","46693085022.0521","1,245,273 kbit/s","155659182.6584","0 %","0.0000","100 %","0000009999"
"06/01/2017 11:30:00 - 11:35:00","42887.1909722222","100,466,959 KByte","102878165946.6263","2,743,601 kbit/s","342950083.1610","55,589,841 KByte","56923997557.8691","1,518,074 kbit/s","189759309.1468","44,877,118 KByte","45954168388.7573","1,225,526 kbit/s","153190774.0141","0 %","0.0000","100 %","0000009999"
"06/01/2017 11:35:00 - 11:40:00","42887.1944444444","123,136,135 KByte","126091401781.5268","3,362,774 kbit/s","420346707.2758","57,364,036 KByte","58740772540.7398","1,566,577 kbit/s","195822157.3515","65,772,099 KByte","67350629240.7870","1,796,196 kbit/s","224524549.9243","0 %","0.0000","100 %","0000009999"
"06/01/2017 11:40:00 - 11:45:00","42887.1979166667","105,568,469 KByte","108102112739.1987","2,882,915 kbit/s","360364400.0907","57,985,242 KByte","59376888282.3828","1,583,489 kbit/s","197936156.6851","47,583,227 KByte","48725224456.8158","1,299,426 kbit/s","162428243.4056","0 %","0.0000","100 %","0000009999"
"06/01/2017 11:45:00 - 11:50:00","42887.2013888889","103,200,644 KByte","105677459353.0755","2,818,347 kbit/s","352293427.1863","55,730,766 KByte","57068304601.8003","1,521,974 kbit/s","190246706.6767","47,469,878 KByte","48609154751.2752","1,296,374 kbit/s","162046720.5096","0 %","0.0000","100 %","0000009999"
"06/01/2017 11:50:00 - 11:55:00","42887.2048611111","102,695,361 KByte","105160049601.7946","2,804,548 kbit/s","350568555.5282","54,157,960 KByte","55457750837.6889","1,479,021 kbit/s","184877657.2247","48,537,401 KByte","49702298764.1057","1,325,527 kbit/s","165690898.3035","0 %","0.0000","100 %","0000009999"
"06/01/2017 11:55:00 - 12:00:00","42887.2083333333","102,478,240 KByte","104937718006.9789","2,798,432 kbit/s","349804053.4917","54,240,561 KByte","55542334527.4688","1,481,178 kbit/s","185147286.6678","48,237,679 KByte","49395383479.5102","1,317,254 kbit/s","164656766.8239","0 %","0.0000","100 %","0000010000"
"06/01/2017 12:00:00 - 12:05:00","42887.2118055556","114,688,785 KByte","117441315612.3810","3,131,977 kbit/s","391497151.8514","57,467,970 KByte","58847201190.0035","1,569,363 kbit/s","196170415.3277","57,220,815 KByte","58594114422.3775","1,562,614 kbit/s","195326736.5237","0 %","0.0000","100 %","0000009999"
