"Date Time","Date Time(RAW)","Traffic Total (volume)","Traffic Total (volume)(RAW)","Traffic Total (speed)","Traffic Total (speed)(RAW)","Traffic In (volume)","Traffic In (volume)(RAW)","Traffic In (speed)","Traffic In (speed)(RAW)","Traffic Out (volume)","Traffic Out (volume)(RAW)","Traffic Out (speed)","Traffic Out (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"06/10/2017 09:55:00 - 10:00:00","42896.1250000000","145,160,438 KByte","148644288807.6340","3,964,112 kbit/s","495513996.9586","92,396,250 KByte","94613760154.7111","2,523,202 kbit/s","315400227.1975","52,764,188 KByte","54030528652.9229","1,440,910 kbit/s","180113769.7611","0 %","0.0000","100 %","0000009999"
"06/10/2017 10:00:00 - 10:05:00","42896.1284722222","147,943,409 KByte","151494051082.6676","4,040,111 kbit/s","505013837.8647","94,550,774 KByte","96819992848.9124","2,582,039 kbit/s","322754826.4848","53,392,635 KByte","54674058233.7552","1,458,072 kbit/s","182259011.3799","0 %","0.0000","100 %","0000009999"
"06/10/2017 10:05:00 - 10:10:00","42896.1319444444","147,543,007 KByte","151084039042.9372","4,029,445 kbit/s","503680620.8926","92,293,379 KByte","94508420589.0577","2,520,561 kbit/s","315070077.9739","55,249,627 KByte","56575618453.8795","1,508,884 kbit/s","188610542.9187","0 %","0.0000","100 %","0000009999"
"06/10/2017 10:10:00 - 10:15:00","42896.1354166667","149,683,680 KByte","153276088712.6804","4,087,635 kbit/s","510954359.3329","91,594,812 KByte","93793087613.0801","2,501,316 kbit/s","312664469.6749","58,088,868 KByte","59483001099.6003","1,586,319 kbit/s","198289889.6580","0 %","0.0000","100 %","0000009999"
"06/10/2017 10:15:00 - 10:20:00","42896.1388888889","148,750,599 KByte","152320613418.3286","4,062,154 kbit/s","507769229.3431","91,363,784 KByte","93556514492.7322","2,495,007 kbit/s","311875840.0318","57,386,815 KByte","58764098925.5964","1,567,147 kbit/s","195893389.3113","0 %","0.0000","100 %","0000009999"
"06/10/2017 10:20:00 - 10:25:00","42896.1423611111","150,216,758 KByte","153821960255.5903","4,102,192 kbit/s","512774052.4555","93,646,605 KByte","95894123894.6270","2,557,347 kbit/s","319668390.8748","56,570,153 KByte","57927836360.9633","1,544,845 kbit/s","193105661.5806","0 %","0.0000","100 %","0000009999"
"06/10/2017 10:25:00 - 10:30:00","42896.1458333333","144,670,357 KByte","148142445122.2130","3,950,860 kbit/s","493857536.1610","91,605,723 KByte","93804260153.8623","2,501,697 kbit/s","312712138.3934","53,064,634 KByte","54338184968.3507","1,449,163 kbit/s","181145397.7676","0 %","0.0000","100 %","0000009999"
"06/10/2017 10:30:00 - 10:35:00","42896.1493055556","147,498,257 KByte","151038215391.5589","4,027,954 kbit/s","503494284.2575","92,829,705 KByte","95057617970.0010","2,535,039 kbit/s","316879851.8901","54,668,552 KByte","55980597421.5580","1,492,915 kbit/s","186614432.3674","0 %","0.0000","100 %","0000009999"
"06/10/2017 10:35:00 - 10:40:00","42896.1527777778","143,149,521 KByte","146585109551.7033","3,909,327 kbit/s","488665898.4289","89,237,193 KByte","91378885599.7358","2,437,014 kbit/s","304626748.0073","53,912,328 KByte","55206223951.9675","1,472,313 kbit/s","184039150.4216","0 %","0.0000","100 %","0000009999"
"06/10/2017 10:40:00 - 10:45:00","42896.1562500000","140,036,751 KByte","143397632972.1679","3,824,192 kbit/s","478023978.1724","88,876,083 KByte","91009108838.9664","2,427,071 kbit/s","303383921.7247","51,160,668 KByte","52388524133.2015","1,397,120 kbit/s","174640056.4478","0 %","0.0000","100 %","0000009999"
"06/10/2017 10:45:00 - 10:50:00","42896.1597222222","147,922,913 KByte","151473063034.7477","4,039,686 kbit/s","504960706.1864","93,751,377 KByte","96001410229.7234","2,560,294 kbit/s","320036704.4362","54,171,536 KByte","55471652805.0244","1,479,392 kbit/s","184924001.7503","0 %","0.0000","100 %","0000009999"
"06/10/2017 10:50:00 - 10:55:00","42896.1631944444","147,872,950 KByte","151421900478.9194","4,038,321 kbit/s","504790147.2778","93,553,416 KByte","95798697631.0501","2,554,887 kbit/s","319360928.1963","54,319,534 KByte","55623202847.8693","1,483,434 kbit/s","185429219.0815","0 %","0.0000","100 %","0000009999"
"06/10/2017 10:55:00 - 11:00:00","42896.1666666667","148,081,502 KByte","151635457811.5591","4,043,882 kbit/s","505485225.0535","95,769,433 KByte","98067899442.1299","2,615,318 kbit/s","326914792.4599","52,312,069 KByte","53567558369.4293","1,428,563 kbit/s","178570432.5936","0 %","0.0000","100 %","0000009999"
"06/10/2017 11:00:00 - 11:05:00","42896.1701388889","152,877,444 KByte","156546502586.5218","4,174,991 kbit/s","521873862.6747","100,617,783 KByte","103032609452.1829","2,747,811 kbit/s","343476379.1452","52,259,661 KByte","53513893134.3389","1,427,180 kbit/s","178397483.5295","0 %","0.0000","100 %","0000009999"
"06/10/2017 11:05:00 - 11:10:00","42896.1736111111","147,708,980 KByte","151253995125.8986","4,033,709 kbit/s","504213597.9929","93,888,644 KByte","96141971133.7161","2,563,957 kbit/s","320494603.4193","53,820,336 KByte","55112023992.1825","1,469,752 kbit/s","183718994.5736","0 %","0.0000","100 %","0000009999"
"06/10/2017 11:10:00 - 11:15:00","42896.1770833333","143,996,913 KByte","147452838748.6643","3,932,469 kbit/s","491558618.3574","91,904,376 KByte","94110080983.5783","2,509,853 kbit/s","313731643.1096","52,092,537 KByte","53342757765.0860","1,422,616 kbit/s","177826975.2478","0 %","0.0000","100 %","0000009999"
"06/10/2017 11:15:00 - 11:20:00","42896.1805555556","155,932,759 KByte","159675145145.3358","4,258,288 kbit/s","532285969.5491","100,227,756 KByte","102633222320.6275","2,737,068 kbit/s","342133549.9721","55,705,003 KByte","57041922824.7083","1,521,219 kbit/s","190152419.5770","0 %","0.0000","100 %","0000009999"
"06/10/2017 11:20:00 - 11:25:00","42896.1840277778","152,674,139 KByte","156338318612.3344","4,169,578 kbit/s","521197221.6707","96,850,762 KByte","99175180305.5032","2,645,024 kbit/s","330628018.0874","55,823,377 KByte","57163138306.8313","1,524,554 kbit/s","190569203.5832","0 %","0.0000","100 %","0000009999"
"06/10/2017 11:25:00 - 11:30:00","42896.1875000000","150,445,954 KByte","154056656404.4260","4,108,588 kbit/s","513573545.3693","95,910,593 KByte","98212447233.5559","2,619,261 kbit/s","327407564.8683","54,535,361 KByte","55844209170.8701","1,489,328 kbit/s","186165980.5010","0 %","0.0000","100 %","0000009999"
"06/10/2017 11:30:00 - 11:35:00","42896.1909722222","153,622,383 KByte","157309319833.5709","4,195,335 kbit/s","524416841.1293","98,751,064 KByte","101121089993.0332","2,696,832 kbit/s","337104010.3778","54,871,318 KByte","56188229840.5378","1,498,503 kbit/s","187312830.7515","0 %","0.0000","100 %","0000009999"
"06/10/2017 11:35:00 - 11:40:00","42896.1944444444","149,382,185 KByte","152967356951.6890","4,079,401 kbit/s","509925184.8513","95,576,379 KByte","97870212251.4901","2,610,046 kbit/s","326255791.2244","53,805,805 KByte","55097144700.1989","1,469,355 kbit/s","183669393.6269","0 %","0.0000","100 %","0000009999"
"06/10/2017 11:40:00 - 11:45:00","42896.1979166667","152,683,786 KByte","156348197206.8011","4,169,702 kbit/s","521212778.6339","96,475,052 KByte","98790453161.9788","2,634,676 kbit/s","329334443.9843","56,208,734 KByte","57557744044.8223","1,535,027 kbit/s","191878334.6495","0 %","0.0000","100 %","0000009999"
"06/10/2017 11:45:00 - 11:50:00","42896.2013888889","150,180,628 KByte","153784963074.7450","4,101,342 kbit/s","512667810.3635","93,828,238 KByte","96080115209.6322","2,562,393 kbit/s","320299080.6068","56,352,390 KByte","57704847865.1128","1,538,950 kbit/s","192368729.7567","0 %","0.0000","100 %","0000009999"
"06/10/2017 11:50:00 - 11:55:00","42896.2048611111","150,427,075 KByte","154037325272.1651","4,107,936 kbit/s","513491983.7061","95,106,519 KByte","97389075335.9750","2,597,215 kbit/s","324651894.5796","55,320,557 KByte","56648249936.1902","1,510,721 kbit/s","188840089.1266","0 %","0.0000","100 %","0000009999"
"06/10/2017 11:55:00 - 12:00:00","42896.2083333333","151,855,888 KByte","155500429580.3610","4,147,093 kbit/s","518386603.9283","96,119,901 KByte","98426778341.3500","2,624,977 kbit/s","328122073.3452","55,735,988 KByte","57073651239.0110","1,522,116 kbit/s","190264530.5831","0 %","0.0000","100 %","0000009999"
"06/10/2017 12:00:00 - 12:05:00","42896.2118055556","139,320,564 KByte","142664257342.9141","3,804,761 kbit/s","475595083.9848","88,438,028 KByte","90560540311.2734","2,415,189 kbit/s","301898657.5700","50,882,536 KByte","52103717031.6407","1,389,571 kbit/s","173696426.4148","0 %","0.0000","100 %","0000009999"
"06/10/2017 12:05:00 - 12:10:00","42896.2152777778","146,462,027 KByte","149977115887.4516","3,999,790 kbit/s","499973716.9965","92,810,215 KByte","95037659788.3652","2,534,591 kbit/s","316823881.6827","53,651,813 KByte","54939456099.0864","1,465,199 kbit/s","183149835.3138","0 %","0.0000","100 %","0000009999"
"06/10/2017 12:10:00 - 12:15:00","42896.2187500000","150,890,759 KByte","154512137642.3529","4,120,598 kbit/s","515074797.1277","93,765,827 KByte","96016207257.4313","2,560,603 kbit/s","320075362.5489","57,124,932 KByte","58495930384.9216","1,559,995 kbit/s","194999434.5787","0 %","0.0000","100 %","0000009999"
"06/10/2017 12:15:00 - 12:20:00","42896.2222222222","150,052,620 KByte","153653882990.2044","4,097,710 kbit/s","512213757.5512","94,305,877 KByte","96569218263.0547","2,575,351 kbit/s","321918855.4672","55,746,743 KByte","57084664727.1497","1,522,359 kbit/s","190294902.0840","0 %","0.0000","100 %","0000009999"
"06/10/2017 12:20:00 - 12:25:00","42896.2256944444","151,039,224 KByte","154664165085.1692","4,124,653 kbit/s","515581589.0565","94,778,193 KByte","97052869492.4733","2,588,249 kbit/s","323531133.7172","56,261,031 KByte","57611295592.6960","1,536,404 kbit/s","192050455.3393","0 %","0.0000","100 %","0000009999"
"06/10/2017 12:25:00 - 12:30:00","42896.2291666667","152,547,371 KByte","156208507831.2724","4,165,838 kbit/s","520729741.4203","97,936,499 KByte","100286974644.4312","2,674,498 kbit/s","334312202.9616","54,610,872 KByte","55921533186.8411","1,491,340 kbit/s","186417538.4587","0 %","0.0000","100 %","0000009999"
"06/10/2017 12:30:00 - 12:35:00","42896.2326388889","148,915,838 KByte","152489818135.3761","4,066,802 kbit/s","508350228.8075","95,624,656 KByte","97919648055.8868","2,611,452 kbit/s","326431470.0000","53,291,182 KByte","54570170079.4892","1,455,350 kbit/s","181918758.8075","0 %","0.0000","100 %","0000009999"
"06/10/2017 12:35:00 - 12:40:00","42896.2361111111","143,696,235 KByte","147144945146.2412","3,923,996 kbit/s","490499500.4708","91,276,100 KByte","93466726128.7572","2,492,529 kbit/s","311566139.3005","52,420,136 KByte","53678219017.4840","1,431,467 kbit/s","178933361.1703","0 %","0.0000","100 %","0000010000"
"06/10/2017 12:40:00 - 12:45:00","42896.2395833333","147,266,618 KByte","150801016653.7474","4,021,763 kbit/s","502720327.5452","93,248,765 KByte","95486735856.2920","2,546,568 kbit/s","318320951.6161","54,017,852 KByte","55314280797.4553","1,475,195 kbit/s","184399375.9291","0 %","0.0000","100 %","0000009999"
"06/10/2017 12:45:00 - 12:50:00","42896.2430555556","150,786,651 KByte","154405531035.9340","4,117,755 kbit/s","514719418.0810","96,183,222 KByte","98491619458.4027","2,626,618 kbit/s","328327286.6805","54,603,429 KByte","55913911577.5313","1,491,137 kbit/s","186392131.4005","0 %","0.0000","100 %","0000009999"
"06/10/2017 12:50:00 - 12:55:00","42896.2465277778","147,298,642 KByte","150833809836.0065","4,022,369 kbit/s","502796125.9909","95,435,707 KByte","97726164266.4163","2,606,118 kbit/s","325764739.7127","51,862,935 KByte","53107645569.5902","1,416,251 kbit/s","177031386.2782","0 %","0.0000","100 %","0000010000"
"06/10/2017 12:55:00 - 13:00:00","42896.2500000000","149,923,662 KByte","153521830258.4318","4,094,052 kbit/s","511756492.7445","96,370,748 KByte","98683646432.9809","2,631,652 kbit/s","328956453.3250","53,552,914 KByte","54838183825.4509","1,462,400 kbit/s","182800039.4195","0 %","0.0000","100 %","0000010000"
"06/10/2017 13:00:00 - 13:05:00","42896.2534722222","149,491,510 KByte","153079305764.3566","4,082,387 kbit/s","510298372.4394","94,354,234 KByte","96618735162.1368","2,576,671 kbit/s","322083922.8020","55,137,276 KByte","56460570602.2198","1,505,716 kbit/s","188214449.6374","0 %","0.0000","100 %","0000009999"
"06/10/2017 13:05:00 - 13:10:00","42896.2569444444","143,750,547 KByte","147200559683.6321","3,925,610 kbit/s","490701245.6952","89,517,776 KByte","91666202731.3038","2,444,595 kbit/s","305574380.7297","54,232,770 KByte","55534356952.3282","1,481,015 kbit/s","185126864.9654","0 %","0.0000","100 %","0000009999"
"06/10/2017 13:10:00 - 13:15:00","42896.2604166667","146,871,459 KByte","150396373581.7608","4,011,105 kbit/s","501388097.0188","94,896,056 KByte","97173561499.8161","2,591,641 kbit/s","323955065.6748","51,975,402 KByte","53222812081.9447","1,419,464 kbit/s","177433031.3440","0 %","0.0000","100 %","0000009999"
"06/10/2017 13:15:00 - 13:20:00","42896.2638888889","141,758,140 KByte","145160335189.6301","3,871,200 kbit/s","483900043.9684","89,944,110 KByte","92102768966.9257","2,456,238 kbit/s","307029698.5363","51,814,030 KByte","53057566222.7045","1,414,963 kbit/s","176870345.4320","0 %","0.0000","100 %","0000009999"
"06/10/2017 13:20:00 - 13:25:00","42896.2673611111","145,780,755 KByte","149279493564.7178","3,981,052 kbit/s","497631487.3149","91,271,115 KByte","93461621831.4503","2,492,476 kbit/s","311559510.0722","54,509,640 KByte","55817871733.2675","1,488,576 kbit/s","186071977.2427","0 %","0.0000","100 %","0000009999"
"06/10/2017 13:25:00 - 13:30:00","42896.2708333333","141,741,957 KByte","145143763634.4681","3,870,887 kbit/s","483860931.5414","90,092,045 KByte","92254254288.7481","2,460,359 kbit/s","307544935.4560","51,649,911 KByte","52889509345.7200","1,410,528 kbit/s","176315996.0853","0 %","0.0000","100 %","0000009999"
"06/10/2017 13:30:00 - 13:35:00","42896.2743055556","139,636,997 KByte","142988285148.0475","3,813,402 kbit/s","476675284.6886","88,965,961 KByte","91101143814.6419","2,429,607 kbit/s","303700849.4671","50,671,036 KByte","51887141333.4056","1,383,795 kbit/s","172974435.2215","0 %","0.0000","100 %","0000009999"
"06/10/2017 13:35:00 - 13:40:00","42896.2777777778","134,427,118 KByte","137653368675.7526","3,671,001 kbit/s","458875153.9294","84,329,663 KByte","86353575239.9533","2,302,916 kbit/s","287864441.7626","50,097,455 KByte","51299793435.7993","1,368,086 kbit/s","171010712.1668","0 %","0.0000","100 %","0000009999"
"06/10/2017 13:40:00 - 13:45:00","42896.2812500000","136,717,909 KByte","139999139265.8276","3,733,559 kbit/s","466694910.5468","85,385,544 KByte","87434796793.0097","2,331,750 kbit/s","291468753.8936","51,332,366 KByte","52564342472.8180","1,401,809 kbit/s","175226156.6532","0 %","0.0000","100 %","0000009999"
"06/10/2017 13:45:00 - 13:50:00","42896.2847222222","144,841,373 KByte","148317566426.5948","3,955,531 kbit/s","494441332.2219","89,248,615 KByte","91390581345.9495","2,437,326 kbit/s","304665737.7269","55,592,759 KByte","56926985080.6453","1,518,205 kbit/s","189775594.4949","0 %","0.0000","100 %","0000009999"
"06/10/2017 13:50:00 - 13:55:00","42896.2881944444","138,623,394 KByte","141950355817.4241","3,785,595 kbit/s","473199399.3514","87,124,192 KByte","89215172809.2856","2,379,230 kbit/s","297403736.2800","51,499,202 KByte","52735183008.1385","1,406,365 kbit/s","175795663.0713","0 %","0.0000","100 %","0000009999"
"06/10/2017 13:55:00 - 14:00:00","42896.2916666667","141,801,979 KByte","145205226276.8209","3,872,268 kbit/s","484033555.3746","88,164,176 KByte","90280115812.4190","2,407,550 kbit/s","300943750.8331","53,637,803 KByte","54925110464.4019","1,464,718 kbit/s","183089804.5415","0 %","0.0000","100 %","0000010000"
"06/10/2017 14:00:00 - 14:05:00","42896.2951388889","131,926,361 KByte","135092593701.8732","3,602,589 kbit/s","450323656.4615","82,704,783 KByte","84689698296.1033","2,258,467 kbit/s","282308404.6005","49,221,578 KByte","50402895405.7699","1,344,122 kbit/s","168015251.8610","0 %","0.0000","100 %","0000010000"
"06/10/2017 14:05:00 - 14:10:00","42896.2986111111","137,355,537 KByte","140652070381.8366","3,751,222 kbit/s","468902754.9735","86,904,098 KByte","88989796214.5281","2,373,378 kbit/s","296672210.3431","50,451,440 KByte","51662274167.3086","1,377,844 kbit/s","172230544.6303","0 %","0.0000","100 %","0000009999"
"06/10/2017 14:10:00 - 14:15:00","42896.3020833333","136,567,077 KByte","139844686362.4230","3,729,440 kbit/s","466180033.2103","84,886,622 KByte","86923900480.1833","2,318,125 kbit/s","289765652.6441","51,680,455 KByte","52920785882.2396","1,411,315 kbit/s","176414380.5662","0 %","0.0000","100 %","0000009999"
"06/10/2017 14:15:00 - 14:20:00","42896.3055555556","143,123,556 KByte","146558521613.8153","3,908,488 kbit/s","488560976.1111","88,811,555 KByte","90943032455.1066","2,425,309 kbit/s","303163652.4272","54,312,001 KByte","55615489158.7086","1,483,179 kbit/s","185397323.6839","0 %","0.0000","100 %","0000009999"
"06/10/2017 14:20:00 - 14:25:00","42896.3090277778","141,251,582 KByte","144641620262.6614","3,857,624 kbit/s","482203027.9459","87,562,209 KByte","89663702121.2356","2,391,351 kbit/s","298918862.9192","53,689,373 KByte","54977918141.4258","1,466,273 kbit/s","183284165.0268","0 %","0.0000","100 %","0000009999"
"06/10/2017 14:25:00 - 14:30:00","42896.3125000000","133,722,199 KByte","136931532160.2824","3,651,873 kbit/s","456484088.9432","82,498,194 KByte","84478150967.4376","2,252,976 kbit/s","281621998.7580","51,224,005 KByte","52453381192.8448","1,398,897 kbit/s","174862090.1852","0 %","0.0000","100 %","0000009999"
"06/10/2017 14:30:00 - 14:35:00","42896.3159722222","136,620,631 KByte","139899526006.0502","3,730,903 kbit/s","466362844.2098","83,061,301 KByte","85054772668.2835","2,268,278 kbit/s","283534811.2150","53,559,329 KByte","54844753337.7666","1,462,624 kbit/s","182828032.9948","0 %","0.0000","100 %","0000009999"
"06/10/2017 14:35:00 - 14:40:00","42896.3194444444","135,988,485 KByte","139252208317.4753","3,713,640 kbit/s","464204974.7232","83,813,952 KByte","85825487205.9932","2,288,832 kbit/s","286104030.9554","52,174,532 KByte","53426721111.4820","1,424,808 kbit/s","178100943.7679","0 %","0.0000","100 %","0000009999"
"06/10/2017 14:40:00 - 14:45:00","42896.3229166667","138,857,691 KByte","142190275441.0767","3,791,993 kbit/s","473999184.7492","86,267,909 KByte","88338338540.4287","2,355,846 kbit/s","294480760.5188","52,589,782 KByte","53851936900.6480","1,436,147 kbit/s","179518424.2304","0 %","0.0000","100 %","0000009999"
"06/10/2017 14:45:00 - 14:50:00","42896.3263888889","133,559,765 KByte","136765198877.5288","3,647,194 kbit/s","455899192.8982","82,290,528 KByte","84265501094.7505","2,247,155 kbit/s","280894366.7947","51,269,236 KByte","52499697782.7783","1,400,039 kbit/s","175004826.1035","0 %","0.0000","100 %","0000010000"
"06/10/2017 14:50:00 - 14:55:00","42896.3298611111","132,868,601 KByte","136057446963.3779","3,628,561 kbit/s","453570180.2293","82,836,793 KByte","84824876483.7506","2,262,223 kbit/s","282777866.0658","50,031,807 KByte","51232570479.6273","1,366,339 kbit/s","170792314.1635","0 %","0.0000","100 %","0000009999"
"06/10/2017 14:55:00 - 15:00:00","42896.3333333333","131,312,381 KByte","134463878353.0097","3,585,823 kbit/s","448227868.7723","80,326,716 KByte","82254556852.6126","2,193,528 kbit/s","274190995.8752","50,985,666 KByte","52209321500.3971","1,392,295 kbit/s","174036872.8971","0 %","0.0000","100 %","0000010000"
"06/10/2017 15:00:00 - 15:05:00","42896.3368055556","130,976,925 KByte","134120371255.9048","3,576,782 kbit/s","447097710.7004","79,082,366 KByte","80980343086.0487","2,159,620 kbit/s","269952473.7851","51,894,559 KByte","53140028169.8561","1,417,162 kbit/s","177145236.9153","0 %","0.0000","100 %","0000009999"
"06/10/2017 15:05:00 - 15:10:00","42896.3402777778","129,850,622 KByte","132967037036.3733","3,546,142 kbit/s","443267783.5663","77,830,879 KByte","79698820153.8740","2,125,514 kbit/s","265689302.7765","52,019,743 KByte","53268216882.4993","1,420,628 kbit/s","177578480.7897","0 %","0.0000","100 %","0000009999"
"06/10/2017 15:10:00 - 15:15:00","42896.3437500000","134,178,024 KByte","137398296837.1252","3,664,199 kbit/s","458024857.7809","81,362,595 KByte","83315297535.0665","2,221,889 kbit/s","277736174.1952","52,815,429 KByte","54082999302.0587","1,442,309 kbit/s","180288683.5858","0 %","0.0000","100 %","0000009999"
"06/10/2017 15:15:00 - 15:20:00","42896.3472222222","133,008,353 KByte","136200553973.3942","3,632,499 kbit/s","454062388.2297","79,930,004 KByte","81848324018.2155","2,182,913 kbit/s","272864128.6112","53,078,350 KByte","54352229955.1787","1,449,586 kbit/s","181198259.6185","0 %","0.0000","100 %","0000009999"
"06/10/2017 15:20:00 - 15:25:00","42896.3506944444","132,633,269 KByte","135816467623.5290","3,622,135 kbit/s","452766835.4286","82,135,551 KByte","84106803909.2973","2,243,072 kbit/s","280384051.4361","50,497,718 KByte","51709663714.2317","1,379,062 kbit/s","172382783.9925","0 %","0.0000","100 %","0000009999"
"06/10/2017 15:25:00 - 15:30:00","42896.3541666667","128,245,125 KByte","131323008225.9037","3,502,180 kbit/s","437772545.5894","77,113,727 KByte","78964456303.4595","2,105,859 kbit/s","263232403.1717","51,131,398 KByte","52358551922.4442","1,396,321 kbit/s","174540142.4176","0 %","0.0000","100 %","0000009999"
"06/10/2017 15:30:00 - 15:35:00","42896.3576388889","125,557,158 KByte","128570529795.7883","3,428,890 kbit/s","428611293.7820","73,048,021 KByte","74801173315.7144","1,994,897 kbit/s","249362180.6038","52,509,137 KByte","53769356480.0739","1,433,993 kbit/s","179249113.1782","0 %","0.0000","100 %","0000009999"
"06/10/2017 15:35:00 - 15:40:00","42896.3611111111","121,226,840 KByte","124136283846.4885","3,310,522 kbit/s","413815200.5017","69,812,371 KByte","71487868187.9283","1,906,470 kbit/s","238308781.2118","51,414,468 KByte","52648415658.5602","1,404,051 kbit/s","175506419.2898","0 %","0.0000","100 %","0000009999"
"06/10/2017 15:40:00 - 15:45:00","42896.3645833333","118,685,452 KByte","121533902462.2240","3,241,120 kbit/s","405140017.5419","69,700,224 KByte","71373029754.4008","1,903,408 kbit/s","237925960.9121","48,985,227 KByte","50160872707.8233","1,337,712 kbit/s","167214056.6299","0 %","0.0000","100 %","0000009999"
"06/10/2017 15:45:00 - 15:50:00","42896.3680555556","125,067,944 KByte","128069574507.2139","3,415,302 kbit/s","426912812.1178","73,458,984 KByte","75221999590.9444","2,005,987 kbit/s","250748356.9150","51,608,960 KByte","52847574916.2696","1,409,316 kbit/s","176164455.2027","0 %","0.0000","100 %","0000010000"
"06/10/2017 15:50:00 - 15:55:00","42896.3715277778","127,389,209 KByte","130446550031.6159","3,478,923 kbit/s","434865319.9707","74,621,578 KByte","76412495907.9296","2,037,870 kbit/s","254733793.0724","52,767,631 KByte","54034054123.6863","1,441,052 kbit/s","180131526.8983","0 %","0.0000","100 %","0000009999"
"06/10/2017 15:55:00 - 16:00:00","42896.3750000000","132,635,314 KByte","135818561069.3502","3,622,191 kbit/s","452773814.2793","75,568,547 KByte","77382191916.4452","2,063,731 kbit/s","257966436.3651","57,066,767 KByte","58436369152.9050","1,558,459 kbit/s","194807377.9141","0 %","0.0000","100 %","0000009999"
"06/10/2017 16:00:00 - 16:05:00","42896.3784722222","128,053,635 KByte","131126922713.0510","3,497,068 kbit/s","437133455.7224","74,840,972 KByte","76637155561.6466","2,043,862 kbit/s","255482733.4788","53,212,663 KByte","54489767151.4044","1,453,206 kbit/s","181650722.2436","0 %","0.0000","100 %","0000009999"
"06/10/2017 16:05:00 - 16:10:00","42896.3819444444","123,595,067 KByte","126561348466.5457","3,375,419 kbit/s","421927418.5443","74,839,623 KByte","76635773806.4896","2,043,893 kbit/s","255486644.2409","48,755,444 KByte","49925574660.0562","1,331,526 kbit/s","166440774.3034","0 %","0.0000","100 %","0000009999"
"06/10/2017 16:10:00 - 16:15:00","42896.3854166667","124,909,238 KByte","127907059324.3566","3,411,082 kbit/s","426385290.1005","73,860,882 KByte","75633543165.4590","2,017,029 kbit/s","252128619.1261","51,048,356 KByte","52273516158.8976","1,394,053 kbit/s","174256670.9744","0 %","0.0000","100 %","0000009999"
"06/10/2017 16:15:00 - 16:20:00","42896.3888888889","126,132,215 KByte","129159388447.5829","3,444,480 kbit/s","430559998.8252","74,778,900 KByte","76573593250.0985","2,042,099 kbit/s","255262328.3222","51,353,316 KByte","52585795197.4844","1,402,381 kbit/s","175297670.5030","0 %","0.0000","100 %","0000009999"
"06/10/2017 16:20:00 - 16:25:00","42896.3923611111","130,316,568 KByte","133444165463.1700","3,558,748 kbit/s","444843541.1133","75,412,972 KByte","77222882938.2235","2,059,414 kbit/s","257426771.5789","54,903,596 KByte","56221282524.9465","1,499,334 kbit/s","187416769.5345","0 %","0.0000","100 %","0000009999"
"06/10/2017 16:25:00 - 16:30:00","42896.3958333333","130,324,881 KByte","133452678151.0825","3,558,975 kbit/s","444871918.6315","75,471,622 KByte","77282941004.4631","2,061,016 kbit/s","257626978.4801","54,853,259 KByte","56169737146.6194","1,497,960 kbit/s","187244940.1514","0 %","0.0000","100 %","0000009999"
"06/10/2017 16:30:00 - 16:35:00","42896.3993055556","133,492,266 KByte","136696080699.1134","3,645,715 kbit/s","455714364.2456","77,810,985 KByte","79678448866.4137","2,125,042 kbit/s","265630246.9210","55,681,281 KByte","57017631832.6996","1,520,673 kbit/s","190084117.3246","0 %","0.0000","100 %","0000009999"
"06/10/2017 16:35:00 - 16:40:00","42896.4027777778","126,681,139 KByte","129721485852.6107","3,459,355 kbit/s","432419366.8209","73,141,015 KByte","74896399070.6328","1,997,304 kbit/s","249662985.6683","53,540,124 KByte","54825086781.9779","1,462,051 kbit/s","182756381.1526","0 %","0.0000","100 %","0000010000"
"06/10/2017 16:40:00 - 16:45:00","42896.4062500000","129,624,101 KByte","132735079011.4104","3,539,838 kbit/s","442479762.0222","76,596,985 KByte","78435312711.3753","2,091,748 kbit/s","261468473.6028","53,027,116 KByte","54299766300.0350","1,448,090 kbit/s","181011288.4193","0 %","0.0000","100 %","0000009999"
"06/10/2017 16:45:00 - 16:50:00","42896.4097222222","122,451,230 KByte","125390059161.1135","3,343,958 kbit/s","417994730.1857","70,046,242 KByte","71727351516.7512","1,912,857 kbit/s","239107112.1967","52,404,988 KByte","53662707644.3623","1,431,101 kbit/s","178887617.9891","0 %","0.0000","100 %","0000009999"
"06/10/2017 16:50:00 - 16:55:00","42896.4131944444","121,999,276 KByte","124927258970.4617","3,331,727 kbit/s","416465843.1525","69,923,516 KByte","71601680077.7137","1,909,569 kbit/s","238696136.5394","52,075,761 KByte","53325578892.7480","1,422,158 kbit/s","177769706.6132","0 %","0.0000","100 %","0000009999"
"06/10/2017 16:55:00 - 17:00:00","42896.4166666667","117,684,065 KByte","120508483039.3799","3,213,667 kbit/s","401708333.7424","68,165,060 KByte","69801021310.8131","1,861,423 kbit/s","232677826.9636","49,519,006 KByte","50707461728.5668","1,352,244 kbit/s","169030506.7788","0 %","0.0000","100 %","0000010000"
"06/10/2017 17:00:00 - 17:05:00","42896.4201388889","127,253,400 KByte","130307481335.0413","3,475,098 kbit/s","434387230.2655","73,128,882 KByte","74883975367.8490","1,997,039 kbit/s","249629893.2190","54,124,518 KByte","55423505967.1923","1,478,059 kbit/s","184757337.0464","0 %","0.0000","100 %","0000009999"
